bilheteunico;calldate;hora;tipo;app;origem;destino;duracao;billsec;duracaototal;
1677156482.1122;23/02/2023;09:48:02;IN;Agente;3917;Agente/612;10;4;14;
1677156497.1125;23/02/2023;09:48:17;IN;Agente;4217;Agente/609;21;2;23;
1677156501.1126;23/02/2023;09:48:21;IN;Agente;3805;Agente/611;17;2;19;
1677156517.1129;23/02/2023;09:48:37;IN;Agente;0209;Agente/608;18;3;21;
1677156520.1130;23/02/2023;09:48:40;IN;Agente;1108;Agente/605;22;4;26;
1677156536.1133;23/02/2023;09:48:56;IN;Agente;4213;Agente/607;57;17;74;
1677156561.1136;23/02/2023;09:49:21;IN;Agente;3702;Agente/612;12;2;14;
1677156565.1137;23/02/2023;09:49:25;IN;Agente;0905;Agente/613;15;3;18;
1677156570.1139;23/02/2023;09:49:30;IN;Agente;3705;Agente/611;19;3;22;
1677156583.1142;23/02/2023;09:49:43;IN;QUE;3613;VILLE-900;0;1;1;
1677156626.1144;23/02/2023;09:50:26;IN;Agente;4416;Agente/609;11;2;13;
1677156630.1145;23/02/2023;09:50:30;IN;Agente;4114;Agente/610;18;4;22;
1677156655.1148;23/02/2023;09:50:55;IN;Agente;0014;Agente/608;9;3;12;
1677156657.1149;23/02/2023;09:50:57;IN;Agente;3913;Agente/605;10;3;13;
1677156666.1152;23/02/2023;09:51:06;IN;Agente;2205;Agente/612;27;3;30;
1677156694.1154;23/02/2023;09:51:34;IN;Agente;2109;Agente/613;19;3;22;
1677156705.1156;23/02/2023;09:51:45;IN;Agente;3808;Agente/611;18;3;21;
1677156708.1157;23/02/2023;09:51:48;IN;Agente;0417;Agente/607;14;3;17;
1677156715.1160;23/02/2023;09:51:56;IN;Agente;1012;Agente/609;27;3;30;
1677156743.1162;23/02/2023;09:52:23;IN;Agente;1113;Agente/610;29;4;33;
1677156792.1164;23/02/2023;09:53:12;IN;Agente;4213;Agente/608;18;3;21;
1677156794.1165;23/02/2023;09:53:14;IN;Agente;1514;Agente/612;19;4;23;
1677156840.1168;23/02/2023;09:54:01;IN;Agente;0211;Agente/613;23;3;26;
1677156844.1169;23/02/2023;09:54:05;IN;Agente;4403;Agente/607;12;3;15;
1677156846.1170;23/02/2023;09:54:07;IN;Agente;2006;Agente/611;11;3;14;
1677156847.1171;23/02/2023;09:54:07;IN;Agente;2010;Agente/609;25;4;29;
1677156867.1176;23/02/2023;09:54:27;IN;Agente;4011;Agente/610;30;3;33;
1677156884.1178;23/02/2023;09:54:44;IN;Agente;4217;Agente/608;31;3;34;
1677156897.1180;23/02/2023;09:54:57;IN;Agente;3910;Agente/612;32;3;35;
1677156917.1182;23/02/2023;09:55:17;IN;Agente;3514;Agente/607;11;4;15;
1677156921.1183;23/02/2023;09:55:21;IN;Agente;1410;Agente/611;18;2;20;
1677156931.1186;23/02/2023;09:55:32;IN;Agente;0915;Agente/613;43;3;46;
1677156946.1188;23/02/2023;09:55:46;IN;Agente;0204;Agente/609;20;4;24;
1677156952.1190;23/02/2023;09:55:53;IN;Agente;0406;Agente/610;54;4;58;
1677156967.1192;23/02/2023;09:56:07;IN;Agente;3609;Agente/608;15;2;17;
1677156997.1194;23/02/2023;09:56:38;IN;Agente;3605;Agente/607;8;3;11;
1677157013.1196;23/02/2023;09:56:53;IN;Agente;4213;Agente/612;9;3;12;
1677157036.1198;23/02/2023;09:57:16;IN;Agente;2115;Agente/611;14;4;18;
1677157044.1200;23/02/2023;09:57:24;IN;Agente;3410;Agente/609;26;3;29;
1677157087.1202;23/02/2023;09:58:07;IN;Agente;3703;Agente/613;23;4;27;
1677157103.1204;23/02/2023;09:58:23;IN;Agente;2606;Agente/608;15;3;18;
1677157108.1205;23/02/2023;09:58:28;IN;Agente;0423;Agente/607;7;3;10;
1677157115.1208;23/02/2023;09:58:35;IN;Agente;3717;Agente/610;21;5;26;
1677157119.1209;23/02/2023;09:58:39;IN;Agente;4002;Agente/612;13;2;15;
1677157121.1210;23/02/2023;09:58:42;IN;Agente;2410;Agente/611;14;3;17;
1677157121.1211;23/02/2023;09:58:42;IN;Agente;1115;Agente/609;22;3;25;
1677157126.1213;23/02/2023;09:58:46;IN;Agente;2109;Agente/607;29;3;32;
1677157131.1217;23/02/2023;09:58:51;IN;Agente;3811;Agente/608;29;2;31;
1677157137.1219;23/02/2023;09:58:58;IN;Agente;3703;Agente/613;30;11;41;
1677157141.1221;23/02/2023;09:59:01;IN;Agente;3403;Agente/612;21;11;32;
1677157164.1224;23/02/2023;09:59:24;IN;Agente;3407;Agente/605;8;3;11;
1677157169.1225;23/02/2023;09:59:29;IN;Agente;1506;Agente/611;37;3;40;
1677157172.1227;23/02/2023;09:59:32;IN;Agente;2208;Agente/610;21;4;25;
1677157184.1230;23/02/2023;09:59:44;IN;Agente;1808;Agente/609;30;3;33;
1677157203.1232;23/02/2023;10:00:03;IN;Agente;2702;Agente/607;12;3;15;
1677157213.1234;23/02/2023;10:00:13;IN;Agente;4217;Agente/608;11;2;13;
1677157218.1235;23/02/2023;10:00:18;IN;Agente;2004;Agente/612;8;3;11;
1677157223.1237;23/02/2023;10:00:23;IN;Agente;1904;Agente/605;20;4;24;
1677157262.1240;23/02/2023;10:01:02;IN;Agente;3815;Agente/613;19;2;21;
1677157271.1242;23/02/2023;10:01:11;IN;Agente;3611;Agente/610;46;4;50;
1677157271.1243;23/02/2023;10:01:11;IN;Agente;1113;Agente/611;32;3;35;
1677157278.1246;23/02/2023;10:01:19;IN;Agente;2607;Agente/609;37;3;40;
1677157281.1247;23/02/2023;10:01:21;IN;Agente;1504;Agente/607;28;2;30;
1677157295.1250;23/02/2023;10:01:35;IN;Agente;1502;Agente/608;9;2;11;
1677157316.1252;23/02/2023;10:01:56;IN;Agente;2208;Agente/612;10;3;13;
1677157320.1253;23/02/2023;10:02:00;IN;Agente;3821;Agente/605;32;2;34;
1677157324.1255;23/02/2023;10:02:05;IN;Agente;0004;Agente/613;33;2;35;
1677157328.1257;23/02/2023;10:02:08;IN;Agente;2012;Agente/611;18;2;20;
1677157328.1258;23/02/2023;10:02:09;IN;Agente;1902;Agente/608;20;2;22;
1677157340.1262;23/02/2023;10:02:20;IN;Agente;3605;Agente/607;16;3;19;
1677157358.1264;23/02/2023;10:02:38;IN;Agente;2208;Agente/609;20;3;23;
1677157378.1266;23/02/2023;10:02:59;IN;Agente;1004;Agente/610;26;4;30;
1677157379.1267;23/02/2023;10:02:59;IN;Agente;2414;Agente/612;12;4;16;
1677157380.1268;23/02/2023;10:03:00;IN;Agente;4118;Agente/611;29;2;31;
1677157384.1269;23/02/2023;10:03:04;IN;Agente;1808;Agente/608;21;15;36;
1677157403.1274;23/02/2023;10:03:23;IN;Agente;3412;Agente/605;24;2;26;
1677157407.1276;23/02/2023;10:03:27;IN;Agente;1911;Agente/613;15;2;17;
1677157419.1279;23/02/2023;10:03:39;IN;Agente;3515;Agente/607;10;3;13;
1677157453.1281;23/02/2023;10:04:13;IN;Agente;3913;Agente/609;11;3;14;
1677157458.1282;23/02/2023;10:04:18;IN;Agente;3412;Agente/612;7;3;10;
1677157472.1285;23/02/2023;10:04:32;IN;Agente;3709;Agente/610;30;4;34;
1677157489.1287;23/02/2023;10:04:49;IN;Agente;0016;Agente/611;27;3;30;
1677157502.1289;23/02/2023;10:05:02;IN;Agente;1812;Agente/608;8;3;11;
1677157517.1291;23/02/2023;10:05:18;IN;Agente;1415;Agente/613;26;3;29;
1677157531.1293;23/02/2023;10:05:31;IN;Agente;4108;Agente/605;19;3;22;
1677157535.1294;23/02/2023;10:05:35;IN;Agente;0016;Agente/607;28;15;43;
1677157553.1297;23/02/2023;10:05:54;IN;Agente;4207;Agente/612;16;3;19;
1677157558.1299;23/02/2023;10:05:58;IN;Agente;4217;Agente/609;61;3;64;
1677157561.1301;23/02/2023;10:06:01;IN;Agente;4003;Agente/610;15;4;19;
1677157565.1303;23/02/2023;10:06:05;IN;Agente;3804;Agente/608;40;3;43;
1677157610.1306;23/02/2023;10:06:51;IN;Agente;4215;Agente/611;16;2;18;
1677157623.1308;23/02/2023;10:07:04;IN;Agente;4111;Agente/613;14;3;17;
1677157642.1310;23/02/2023;10:07:22;IN;Agente;2016;Agente/605;8;3;11;
1677157647.1311;23/02/2023;10:07:27;IN;Agente;1812;Agente/612;14;4;18;
1677157654.1314;23/02/2023;10:07:35;IN;Agente;3915;Agente/607;11;4;15;
1677157659.1315;23/02/2023;10:07:39;IN;Agente;4221;Agente/610;25;4;29;
1677157670.1318;23/02/2023;10:07:50;IN;Agente;2105;Agente/608;11;2;13;
1677157694.1320;23/02/2023;10:08:15;IN;Agente;4213;Agente/609;15;3;18;
1677157702.1322;23/02/2023;10:08:23;IN;Agente;1208;Agente/613;16;3;19;
1677157752.1324;23/02/2023;10:09:12;IN;Agente;1012;Agente/605;19;5;24;
1677157776.1326;23/02/2023;10:09:36;IN;Agente;2115;Agente/612;14;3;17;
1677157798.1328;23/02/2023;10:09:58;IN;Agente;0208;Agente/607;16;5;21;
1677157843.1330;23/02/2023;10:10:43;IN;Agente;1810;Agente/608;16;3;19;
1677157843.1331;23/02/2023;10:10:44;IN;Agente;1016;Agente/610;36;4;40;
1677157875.1334;23/02/2023;10:11:15;IN;Agente;4405;Agente/609;15;3;18;
1677157896.1336;23/02/2023;10:11:36;IN;Agente;3821;Agente/613;1;3;4;
1677157900.1337;23/02/2023;10:11:41;IN;Agente;4415;Agente/612;17;16;33;
1677157911.1340;23/02/2023;10:11:52;IN;Agente;3821;Agente/605;20;4;24;
1677157923.1343;23/02/2023;10:12:03;IN;Agente;0903;Agente/607;14;3;17;
1677157944.1345;23/02/2023;10:12:24;IN;URA;1110;VILLE-FR_ONLINE;0;2;2;
1677157969.1346;23/02/2023;10:12:50;IN;Agente;3906;Agente/608;18;2;20;
1677157970.1347;23/02/2023;10:12:50;IN;Agente;1410;Agente/610;41;4;45;
1677157975.1348;23/02/2023;10:12:55;IN;Agente;1110;Agente/609;22;3;25;
1677157976.1349;23/02/2023;10:12:56;IN;Agente;1012;Agente/613;37;2;39;
1677157979.1352;23/02/2023;10:12:59;IN;Agente;4011;Agente/612;22;3;25;
1677157985.1355;23/02/2023;10:13:05;IN;Agente;2109;Agente/605;46;4;50;
1677158054.1358;23/02/2023;10:14:14;IN;Agente;0404;Agente/607;13;5;18;
1677158054.1359;23/02/2023;10:14:14;IN;Agente;2804;Agente/609;14;17;31;
1677158061.1362;23/02/2023;10:14:21;IN;Agente;1103;Agente/608;21;5;26;
1677158078.1365;23/02/2023;10:14:38;IN;Agente;4002;Agente/612;9;2;11;
1677158098.1367;23/02/2023;10:14:59;IN;Agente;0407;Agente/613;18;3;21;
1677158111.1369;23/02/2023;10:15:11;IN;Agente;2705;Agente/610;21;4;25;
1677158154.1371;23/02/2023;10:15:54;IN;Agente;1812;Agente/605;42;2;44;
1677158179.1373;23/02/2023;10:16:19;IN;Agente;1116;Agente/607;19;4;23;
1677158190.1375;23/02/2023;10:16:30;IN;Agente;4101;Agente/611;17;3;20;
1677158190.1376;23/02/2023;10:16:30;IN;URA;2803;VILLE-FR_ONLINE;0;1;1;
1677158194.1377;23/02/2023;10:16:34;IN;Agente;2803;Agente/609;17;3;20;
1677158195.1378;23/02/2023;10:16:35;IN;Agente;1110;Agente/608;8;15;23;
1677158248.1383;23/02/2023;10:17:29;IN;Agente;0907;Agente/612;18;3;21;
1677158304.1385;23/02/2023;10:18:25;IN;Agente;0207;Agente/613;14;3;17;
1677158307.1386;23/02/2023;10:18:28;IN;Agente;0212;Agente/610;12;3;15;
1677158318.1389;23/02/2023;10:18:38;IN;Agente;2705;Agente/605;28;4;32;
1677158333.1391;23/02/2023;10:18:53;IN;Agente;3702;Agente/607;49;5;54;
1677158343.1393;23/02/2023;10:19:03;IN;Agente;3519;Agente/611;40;4;44;
1677158343.1394;23/02/2023;10:19:03;IN;Agente;1812;Agente/609;25;4;29;
1677158343.1395;23/02/2023;10:19:03;IN;Agente;2107;Agente/608;7;3;10;
1677158358.1399;23/02/2023;10:19:18;IN;Agente;1208;Agente/612;27;2;29;
1677158397.1401;23/02/2023;10:19:58;IN;Agente;1403;Agente/613;14;16;30;
1677158440.1404;23/02/2023;10:20:41;IN;Agente;1908;Agente/610;45;3;48;
1677158455.1406;23/02/2023;10:20:55;IN;Agente;0921;Agente/605;34;3;37;
1677158457.1407;23/02/2023;10:20:57;IN;Agente;4115;Agente/608;17;3;20;
1677158471.1410;23/02/2023;10:21:11;IN;Agente;2302;Agente/609;30;4;34;
1677158474.1411;23/02/2023;10:21:14;IN;Agente;3507;Agente/607;28;17;45;
1677158485.1414;23/02/2023;10:21:25;IN;Agente;3401;Agente/611;15;2;17;
1677158487.1415;23/02/2023;10:21:27;IN;Agente;4115;Agente/612;19;3;22;
1677158488.1416;23/02/2023;10:21:28;IN;Agente;2410;Agente/613;32;3;35;
1677158489.1417;23/02/2023;10:21:29;IN;Agente;2607;Agente/608;13;4;17;
1677158500.1423;23/02/2023;10:21:40;IN;Agente;2109;Agente/610;44;12;56;
1677158573.1425;23/02/2023;10:22:53;IN;Agente;3515;Agente/605;31;3;34;
1677158599.1427;23/02/2023;10:23:19;IN;Agente;1224;Agente/611;14;17;31;
1677158641.1430;23/02/2023;10:24:01;IN;Agente;1810;Agente/609;16;3;19;
1677158649.1432;23/02/2023;10:24:09;IN;Agente;1403;Agente/608;22;4;26;
1677158664.1434;23/02/2023;10:24:24;IN;Agente;4220;Agente/612;24;3;27;
1677158703.1436;23/02/2023;10:25:03;IN;Agente;4019;Agente/607;13;15;28;
1677158722.1439;23/02/2023;10:25:23;IN;Agente;2708;Agente/613;28;2;30;
1677158744.1441;23/02/2023;10:25:44;IN;URA;2109;VILLE-FR_ONLINE;0;6;6;
1677158756.1442;23/02/2023;10:25:56;IN;Agente;2109;Agente/610;37;4;41;
1677158766.1444;23/02/2023;10:26:06;IN;Agente;2708;Agente/605;31;2;33;
1677158773.1446;23/02/2023;10:26:13;IN;Agente;2604;Agente/611;16;3;19;
1677158784.1448;23/02/2023;10:26:24;IN;Agente;3609;Agente/609;14;3;17;
1677158803.1450;23/02/2023;10:26:44;IN;Agente;1404;Agente/608;7;2;9;
1677158805.1451;23/02/2023;10:26:45;IN;Agente;2107;Agente/612;16;2;18;
1677158838.1454;23/02/2023;10:27:18;IN;Agente;2213;Agente/607;10;5;15;
1677158844.1455;23/02/2023;10:27:24;IN;Agente;3513;Agente/613;36;4;40;
1677158855.1458;23/02/2023;10:27:35;IN;Agente;2105;Agente/611;17;3;20;
1677158906.1460;23/02/2023;10:28:26;IN;Agente;4002;Agente/610;17;4;21;
1677158906.1461;23/02/2023;10:28:26;IN;URA;3707;VILLE-FR_ONLINE;0;0;0;
1677158909.1462;23/02/2023;10:28:29;IN;Agente;3707;Agente/605;108;2;110;
1677158911.1463;23/02/2023;10:28:31;IN;Agente;0212;Agente/609;32;4;36;
1677158918.1467;23/02/2023;10:28:38;IN;Agente;2606;Agente/608;17;5;22;
1677158932.1469;23/02/2023;10:28:52;IN;Agente;0207;Agente/612;27;3;30;
1677158994.1471;23/02/2023;10:29:55;IN;Agente;2105;Agente/607;13;3;16;
1677159023.1473;23/02/2023;10:30:23;IN;Agente;2004;Agente/611;13;3;16;
1677159026.1474;23/02/2023;10:30:26;IN;Agente;0403;Agente/613;18;16;34;
1677159028.1475;23/02/2023;10:30:28;IN;Agente;2602;Agente/610;16;4;20;
1677159053.1480;23/02/2023;10:30:54;IN;Agente;2004;Agente/608;12;2;14;
1677159054.1481;23/02/2023;10:30:55;IN;Agente;1230;Agente/609;16;3;19;
1677159060.1483;23/02/2023;10:31:00;IN;Agente;3707;Agente/612;57;3;60;
1677159066.1485;23/02/2023;10:31:07;IN;Agente;0910;Agente/607;34;3;37;
1677159081.1488;23/02/2023;10:31:22;IN;Agente;1802;Agente/605;21;4;25;
1677159129.1490;23/02/2023;10:32:10;IN;Agente;2705;Agente/611;23;3;26;
1677159135.1491;23/02/2023;10:32:15;IN;Agente;2604;Agente/610;15;3;18;
1677159138.1493;23/02/2023;10:32:18;IN;Agente;4114;Agente/613;15;3;18;
1677159140.1494;23/02/2023;10:32:20;IN;Agente;3821;Agente/608;11;3;14;
1677159160.1498;23/02/2023;10:32:40;IN;Agente;0919;Agente/609;27;4;31;
1677159169.1500;23/02/2023;10:32:49;IN;Agente;2607;Agente/607;10;3;13;
1677159202.1502;23/02/2023;10:33:22;IN;Agente;3515;Agente/605;11;4;15;
1677159211.1504;23/02/2023;10:33:31;IN;Agente;0921;Agente/610;61;4;65;
1677159216.1505;23/02/2023;10:33:36;IN;Agente;0909;Agente/611;25;3;28;
1677159217.1506;23/02/2023;10:33:37;IN;Agente;2012;Agente/613;21;3;24;
1677159220.1508;23/02/2023;10:33:40;IN;Agente;3707;Agente/607;21;4;25;
1677159221.1509;23/02/2023;10:33:42;IN;Agente;3507;Agente/609;20;3;23;
1677159231.1514;23/02/2023;10:33:52;IN;Agente;1220;Agente/605;19;3;22;
1677159235.1515;23/02/2023;10:33:55;IN;Agente;2016;Agente/613;19;15;34;
1677159242.1517;23/02/2023;10:34:02;IN;Agente;1818;Agente/609;15;12;27;
1677159243.1518;23/02/2023;10:34:03;IN;Agente;1014;Agente/611;30;11;41;
1677159244.1519;23/02/2023;10:34:04;IN;Agente;2801;Agente/607;28;10;38;
1677159249.1520;23/02/2023;10:34:09;IN;Agente;2613;Agente/605;8;14;22;
1677159282.1526;23/02/2023;10:34:42;IN;Agente;2118;Agente/609;16;3;19;
1677159320.1528;23/02/2023;10:35:20;IN;Agente;2606;Agente/613;25;2;27;
1677159376.1530;23/02/2023;10:36:16;IN;Agente;2114;Agente/605;35;5;40;
1677159392.1532;23/02/2023;10:36:33;IN;Agente;1810;Agente/610;23;4;27;
1677159394.1533;23/02/2023;10:36:35;IN;Agente;3514;Agente/607;28;15;43;
1677159417.1537;23/02/2023;10:36:58;IN;Agente;2302;Agente/611;21;20;41;
1677159445.1541;23/02/2023;10:37:25;IN;Agente;3509;Agente/609;33;3;36;
1677159453.1543;23/02/2023;10:37:33;IN;Agente;3609;Agente/613;18;3;21;
1677159455.1544;23/02/2023;10:37:35;IN;Agente;2114;Agente/605;9;4;13;
1677159456.1545;23/02/2023;10:37:36;IN;Agente;0901;Agente/610;29;2;31;
1677159457.1546;23/02/2023;10:37:37;IN;Agente;4408;Agente/607;11;4;15;
1677159459.1547;23/02/2023;10:37:39;IN;Agente;1419;Agente/611;14;29;43;
1677159472.1552;23/02/2023;10:37:52;IN;Agente;1214;Agente/607;9;13;22;
1677159479.1554;23/02/2023;10:37:59;IN;Agente;3808;Agente/605;11;15;26;
1677159502.1559;23/02/2023;10:38:22;IN;URA;3910;VILLE-FR_ONLINE;0;6;6;
1677159504.1560;23/02/2023;10:38:25;IN;Agente;3505;Agente/613;14;2;16;
1677159506.1561;23/02/2023;10:38:27;IN;Agente;0404;Agente/609;13;4;17;
1677159514.1564;23/02/2023;10:38:34;IN;Agente;0423;Agente/610;36;4;40;
1677159517.1565;23/02/2023;10:38:38;IN;Agente;3902;Agente/608;7;15;22;
1677159532.1568;23/02/2023;10:38:53;IN;Agente;1105;Agente/607;30;2;32;
1677159537.1570;23/02/2023;10:38:57;IN;Agente;4023;Agente/612;19;2;21;
1677159595.1574;23/02/2023;10:39:55;IN;Agente;1230;Agente/611;25;3;28;
1677159607.1576;23/02/2023;10:40:07;IN;Agente;2016;Agente/605;28;3;31;
1677159608.1577;23/02/2023;10:40:09;IN;Agente;4015;Agente/613;34;2;36;
1677159612.1578;23/02/2023;10:40:13;IN;Agente;2010;Agente/609;21;2;23;
1677159613.1579;23/02/2023;10:40:13;IN;Agente;3715;Agente/608;22;5;27;
1677159635.1584;23/02/2023;10:40:35;IN;Agente;1214;Agente/610;30;3;33;
1677159646.1586;23/02/2023;10:40:46;IN;Agente;4211;Agente/612;12;2;14;
1677159648.1587;23/02/2023;10:40:48;IN;Agente;2208;Agente/607;12;3;15;
1677159650.1588;23/02/2023;10:40:50;INTERNO;SIP;9955;2009;5;0;5;
1677159656.1591;23/02/2023;10:40:56;IN;QUE;3603;VILLE-900;0;1;1;
1677159664.1593;23/02/2023;10:41:04;INTERNO;SIP;VILLE-9955;VILLE-2010;11;3;14;
1677159680.1595;23/02/2023;10:41:20;IN;Agente;3420;Agente/611;13;2;15;
1677159685.1596;23/02/2023;10:41:26;IN;Agente;0410;Agente/609;112;5;117;
1677159693.1599;23/02/2023;10:41:33;IN;Agente;0218;Agente/605;16;2;18;
1677159696.1600;23/02/2023;10:41:37;IN;Agente;1226;Agente/608;6;3;9;
1677159707.1603;23/02/2023;10:41:47;IN;Agente;3709;Agente/613;14;3;17;
1677159715.1605;23/02/2023;10:41:55;IN;Agente;4406;Agente/612;58;4;62;
1677159738.1607;23/02/2023;10:42:18;IN;Agente;0913;Agente/607;55;3;58;
1677159740.1608;23/02/2023;10:42:21;IN;Agente;2010;Agente/610;125;4;129;
1677159762.1611;23/02/2023;10:42:42;IN;Agente;1808;Agente/611;33;3;36;
1677159769.1613;23/02/2023;10:42:50;IN;Agente;3414;Agente/608;13;3;16;
1677159775.1614;23/02/2023;10:42:55;IN;Agente;0909;Agente/605;29;4;33;
1677159805.1617;23/02/2023;10:43:25;IN;Agente;2307;Agente/613;14;3;17;
1677159807.1618;23/02/2023;10:43:27;IN;Agente;2208;Agente/612;10;3;13;
1677159814.1620;23/02/2023;10:43:34;IN;Agente;3519;Agente/608;26;5;31;
1677159816.1622;23/02/2023;10:43:36;IN;Agente;4019;Agente/607;10;3;13;
1677159831.1625;23/02/2023;10:43:51;IN;Agente;2606;Agente/611;31;3;34;
1677159852.1627;23/02/2023;10:44:12;IN;Agente;2415;Agente/609;11;3;14;
1677159859.1629;23/02/2023;10:44:19;IN;Agente;2604;Agente/605;21;15;36;
1677159886.1632;23/02/2023;10:44:47;IN;Agente;4211;Agente/612;10;3;13;
1677159892.1633;23/02/2023;10:44:53;IN;Agente;2602;Agente/613;37;3;40;
1677159894.1635;23/02/2023;10:44:55;IN;Agente;4002;Agente/607;70;15;85;
1677159912.1638;23/02/2023;10:45:12;IN;Agente;4121;Agente/608;17;3;20;
1677159925.1641;23/02/2023;10:45:25;IN;Agente;4416;Agente/611;91;3;94;
1677159948.1643;23/02/2023;10:45:48;IN;Agente;0009;Agente/609;26;3;29;
1677159972.1645;23/02/2023;10:46:12;IN;Agente;1801;Agente/610;20;3;23;
1677159983.1647;23/02/2023;10:46:23;IN;Agente;2302;Agente/605;11;3;14;
1677160004.1649;23/02/2023;10:46:44;IN;URA;3902;VILLE-FR_ONLINE;0;2;2;
1677160010.1650;23/02/2023;10:46:50;IN;Agente;1810;Agente/612;12;3;15;
1677160012.1651;23/02/2023;10:46:52;IN;Agente;1419;Agente/608;13;3;16;
1677160017.1653;23/02/2023;10:46:57;IN;Agente;2613;Agente/613;30;3;33;
1677160025.1656;23/02/2023;10:47:05;IN;Agente;1817;Agente/609;10;2;12;
1677160043.1658;23/02/2023;10:47:23;IN;Agente;1014;Agente/607;12;4;16;
1677160046.1659;23/02/2023;10:47:26;IN;Agente;1805;Agente/610;40;3;43;
1677160078.1662;23/02/2023;10:47:58;IN;Agente;1404;Agente/605;25;4;29;
1677160084.1663;23/02/2023;10:48:05;IN;Agente;0905;Agente/611;14;3;17;
1677160088.1665;23/02/2023;10:48:08;IN;Agente;2205;Agente/612;31;3;34;
1677160091.1666;23/02/2023;10:48:11;IN;Agente;2607;Agente/608;16;3;19;
1677160106.1670;23/02/2023;10:48:26;IN;Agente;3505;Agente/609;0;3;3;
1677160107.1671;23/02/2023;10:48:28;IN;Agente;2103;Agente/613;0;3;3;
